z,u,v,Phi,kappa_n,iters,flag,pred_type
731.255294203286,0.0,0.0,0.0,-0.0017645804074867676,0,0,
733.8952050126842,0.0,0.0,0.0,-0.0017647938393276664,0,0,
736.5351158220823,0.0,0.0,0.0,-0.00176530951563075,0,0,
739.1750266314805,0.0,0.0,0.0,-0.0017674396601475417,0,0,
741.8149374408786,0.0,0.0,0.0,-0.0018952466931843577,0,0,
744.4548482502768,0.0,0.0,0.0,-0.001767311127490096,0,0,
747.0947590596749,0.0,0.0,0.0,-0.0017644728825711728,0,0,
749.7346698690731,0.0,0.0,0.0,-0.0017641783681898457,0,0,
752.3745806784711,0.0,0.0,0.0,-0.0017641120965632426,0,0,
755.0144914878693,0.0,0.0,0.0,-0.0017640861418374077,0,0,
757.6544022972674,0.0,0.0,0.0,-0.0017640724607029224,0,0,
760.2943131066656,0.0,0.0,0.0,-0.0017640644979019183,0,0,
762.9342239160637,0.0,0.0,0.0,-0.0017640600908271345,0,0,
765.5741347254619,0.0,0.0,0.0,-0.0017640578451381204,0,0,
768.21404553486,0.0,0.0,0.0,-0.001764056890967309,0,0,
770.8539563442582,0.0,0.0,0.0,-0.0017640567575422626,0,0,
773.4938671536563,0.0,0.0,0.0,-0.001764057141971863,0,0,
776.1337779630545,0.0,0.0,0.0,-0.0017640578213119426,0,0,
778.7736887724526,0.0,0.0,0.0,-0.001764059292898876,0,0,
781.4135995818508,0.0,0.0,0.0,-0.0017640600204241992,0,0,
784.0535103912489,0.0,0.0,0.0,-0.0017640596265729124,0,0,
786.6934212006471,0.0,0.0,0.0,-0.001764069789175211,0,0,DAE
789.3333320100452,0.010156585352606053,2.743099250270977,8.279869501619502e-05,0.0,20,0,
